   0.00000000     ,   0.00000000     ,   0.00000000     ,  0.504534364    
   4.00000000     ,   0.00000000     ,   0.00000000     ,  0.489754766    
   8.00000000     ,   0.00000000     ,   0.00000000     ,  0.474365443    
   12.0000000     ,   0.00000000     ,   0.00000000     ,  0.458370000    
   16.0000000     ,   0.00000000     ,   0.00000000     ,  0.438458472    
   20.0000000     ,   0.00000000     ,   0.00000000     ,  0.410317987    
   24.0000000     ,   0.00000000     ,   0.00000000     ,  0.371854246    
   28.0000000     ,   0.00000000     ,   0.00000000     ,  0.325668961    
   32.0000000     ,   0.00000000     ,   0.00000000     ,  0.279443949    
   36.0000000     ,   0.00000000     ,   0.00000000     ,  0.243875101    
   40.0000000     ,   0.00000000     ,   0.00000000     ,  0.228974715    
   44.0000000     ,   0.00000000     ,   0.00000000     ,  0.240331456    
   48.0000000     ,   0.00000000     ,   0.00000000     ,  0.276911944    
   52.0000000     ,   0.00000000     ,   0.00000000     ,  0.331247747    
   56.0000000     ,   0.00000000     ,   0.00000000     ,  0.391782999    
   60.0000000     ,   0.00000000     ,   0.00000000     ,  0.446299762    
   64.0000000     ,   0.00000000     ,   0.00000000     ,  0.485077113    
   68.0000000     ,   0.00000000     ,   0.00000000     ,  0.502807438    
   72.0000000     ,   0.00000000     ,   0.00000000     ,  0.499009281    
   76.0000000     ,   0.00000000     ,   0.00000000     ,  0.477306277    
   80.0000000     ,   0.00000000     ,   0.00000000     ,  0.444191903    
   84.0000000     ,   0.00000000     ,   0.00000000     ,  0.407731235    
   88.0000000     ,   0.00000000     ,   0.00000000     ,  0.376299113    
   92.0000000     ,   0.00000000     ,   0.00000000     ,  0.357228607    
   96.0000000     ,   0.00000000     ,   0.00000000     ,  0.355328202    
   100.000000     ,   0.00000000     ,   0.00000000     ,  0.371549189    
   104.000000     ,   0.00000000     ,   0.00000000     ,  0.402379245    
   108.000000     ,   0.00000000     ,   0.00000000     ,  0.440510809    
   112.000000     ,   0.00000000     ,   0.00000000     ,  0.476887345    
   116.000000     ,   0.00000000     ,   0.00000000     ,  0.503549755    
   120.000000     ,   0.00000000     ,   0.00000000     ,  0.516168177    
   124.000000     ,   0.00000000     ,   0.00000000     ,  0.515117407    
   0.00000000     ,   4.00000000     ,   0.00000000     ,  0.484649658    
   4.00000000     ,   4.00000000     ,   0.00000000     ,  0.474933118    
   8.00000000     ,   4.00000000     ,   0.00000000     ,  0.463471621    
   12.0000000     ,   4.00000000     ,   0.00000000     ,  0.450924307    
   16.0000000     ,   4.00000000     ,   0.00000000     ,  0.434994936    
   20.0000000     ,   4.00000000     ,   0.00000000     ,  0.412353516    
   24.0000000     ,   4.00000000     ,   0.00000000     ,  0.381384760    
   28.0000000     ,   4.00000000     ,   0.00000000     ,  0.344301075    
   32.0000000     ,   4.00000000     ,   0.00000000     ,  0.307467073    
   36.0000000     ,   4.00000000     ,   0.00000000     ,  0.279669434    
   40.0000000     ,   4.00000000     ,   0.00000000     ,  0.269069821    
   44.0000000     ,   4.00000000     ,   0.00000000     ,  0.280182332    
   48.0000000     ,   4.00000000     ,   0.00000000     ,  0.312149197    
   52.0000000     ,   4.00000000     ,   0.00000000     ,  0.358926147    
   56.0000000     ,   4.00000000     ,   0.00000000     ,  0.411119550    
   60.0000000     ,   4.00000000     ,   0.00000000     ,  0.458589286    
   64.0000000     ,   4.00000000     ,   0.00000000     ,  0.492817163    
   68.0000000     ,   4.00000000     ,   0.00000000     ,  0.508403480    
   72.0000000     ,   4.00000000     ,   0.00000000     ,  0.503604233    
   76.0000000     ,   4.00000000     ,   0.00000000     ,  0.480211526    
   80.0000000     ,   4.00000000     ,   0.00000000     ,  0.443122476    
   84.0000000     ,   4.00000000     ,   0.00000000     ,  0.399703383    
   88.0000000     ,   4.00000000     ,   0.00000000     ,  0.358790606    
   92.0000000     ,   4.00000000     ,   0.00000000     ,  0.329139352    
   96.0000000     ,   4.00000000     ,   0.00000000     ,  0.317415476    
